,date,state,fips,cases,deaths,new_deaths,new_cases
31341,2021-09-23,New Hampshire,33,116710,1469,3.0,753.0
31397,2021-09-24,New Hampshire,33,117454,1472,3.0,744.0
31453,2021-09-25,New Hampshire,33,117454,1472,0.0,0.0
31509,2021-09-26,New Hampshire,33,117454,1472,0.0,0.0
31565,2021-09-27,New Hampshire,33,118706,1476,4.0,1252.0
31621,2021-09-28,New Hampshire,33,119068,1477,1.0,362.0
31677,2021-09-29,New Hampshire,33,119720,1479,2.0,652.0
31733,2021-09-30,New Hampshire,33,120268,1481,2.0,548.0
31789,2021-10-01,New Hampshire,33,120763,1481,0.0,495.0
31845,2021-10-02,New Hampshire,33,120763,1481,0.0,0.0
31901,2021-10-03,New Hampshire,33,120763,1481,0.0,0.0
31957,2021-10-04,New Hampshire,33,122054,1485,4.0,1291.0
32013,2021-10-05,New Hampshire,33,122450,1490,5.0,396.0
32069,2021-10-06,New Hampshire,33,122934,1493,3.0,484.0
32125,2021-10-07,New Hampshire,33,123562,1497,4.0,628.0
32181,2021-10-08,New Hampshire,33,124208,1497,0.0,646.0
32237,2021-10-09,New Hampshire,33,124208,1497,0.0,0.0
32293,2021-10-10,New Hampshire,33,124208,1497,0.0,0.0
32349,2021-10-11,New Hampshire,33,125743,1499,2.0,1535.0
32405,2021-10-12,New Hampshire,33,126229,1509,10.0,486.0
32461,2021-10-13,New Hampshire,33,126773,1511,2.0,544.0
32517,2021-10-14,New Hampshire,33,127421,1516,5.0,648.0
32573,2021-10-15,New Hampshire,33,128047,1520,4.0,626.0
32629,2021-10-16,New Hampshire,33,128047,1520,0.0,0.0
32685,2021-10-17,New Hampshire,33,128047,1520,0.0,0.0
32741,2021-10-18,New Hampshire,33,129663,1524,4.0,1616.0
32797,2021-10-19,New Hampshire,33,130040,1532,8.0,377.0
32853,2021-10-20,New Hampshire,33,130615,1537,5.0,575.0
32909,2021-10-21,New Hampshire,33,131255,1539,2.0,640.0
32965,2021-10-22,New Hampshire,33,131790,1543,4.0,535.0
33021,2021-10-23,New Hampshire,33,131790,1543,0.0,0.0
33077,2021-10-24,New Hampshire,33,131790,1543,0.0,0.0
33133,2021-10-25,New Hampshire,33,132441,1543,0.0,651.0
33189,2021-10-26,New Hampshire,33,132441,1543,0.0,0.0
33245,2021-10-27,New Hampshire,33,132441,1544,1.0,0.0
33301,2021-10-28,New Hampshire,33,132441,1544,0.0,0.0
33357,2021-10-29,New Hampshire,33,134517,1565,21.0,2076.0
33413,2021-10-30,New Hampshire,33,134517,1565,0.0,0.0
33469,2021-10-31,New Hampshire,33,134517,1565,0.0,0.0
33525,2021-11-01,New Hampshire,33,136775,1568,3.0,2258.0
33581,2021-11-02,New Hampshire,33,137156,1572,4.0,381.0
33637,2021-11-03,New Hampshire,33,137778,1581,9.0,622.0
33693,2021-11-04,New Hampshire,33,138511,1592,11.0,733.0
33749,2021-11-05,New Hampshire,33,139324,1597,5.0,813.0
33805,2021-11-06,New Hampshire,33,139324,1597,0.0,0.0
33861,2021-11-07,New Hampshire,33,139324,1597,0.0,0.0
33917,2021-11-08,New Hampshire,33,141317,1599,2.0,1993.0
33973,2021-11-09,New Hampshire,33,141707,1613,14.0,390.0
34029,2021-11-10,New Hampshire,33,142469,1617,4.0,762.0
34085,2021-11-11,New Hampshire,33,142469,1617,0.0,0.0
34141,2021-11-12,New Hampshire,33,144626,1622,5.0,2157.0
34197,2021-11-13,New Hampshire,33,144626,1622,0.0,0.0
34253,2021-11-14,New Hampshire,33,144626,1622,0.0,0.0
34309,2021-11-15,New Hampshire,33,146834,1630,8.0,2208.0
34365,2021-11-16,New Hampshire,33,147652,1639,9.0,818.0
34421,2021-11-17,New Hampshire,33,148718,1648,9.0,1066.0
34477,2021-11-18,New Hampshire,33,149827,1656,8.0,1109.0
34533,2021-11-19,New Hampshire,33,150813,1662,6.0,986.0
34589,2021-11-20,New Hampshire,33,150813,1662,0.0,0.0
34645,2021-11-21,New Hampshire,33,150813,1662,0.0,0.0
34701,2021-11-22,New Hampshire,33,153934,1672,10.0,3121.0
34757,2021-11-23,New Hampshire,33,154579,1678,6.0,645.0
34813,2021-11-24,New Hampshire,33,155711,1683,5.0,1132.0
34869,2021-11-25,New Hampshire,33,155711,1683,0.0,0.0
34925,2021-11-26,New Hampshire,33,155711,1683,0.0,0.0
34981,2021-11-27,New Hampshire,33,155711,1683,0.0,0.0
35037,2021-11-28,New Hampshire,33,155711,1683,0.0,0.0
35093,2021-11-29,New Hampshire,33,160287,1694,11.0,4576.0
35149,2021-11-30,New Hampshire,33,161244,1716,22.0,957.0
35205,2021-12-01,New Hampshire,33,162583,1725,9.0,1339.0
35261,2021-12-02,New Hampshire,33,163961,1732,7.0,1378.0
35317,2021-12-03,New Hampshire,33,165574,1739,7.0,1613.0
35373,2021-12-04,New Hampshire,33,165574,1739,0.0,0.0
35429,2021-12-05,New Hampshire,33,165574,1739,0.0,0.0
35485,2021-12-06,New Hampshire,33,169219,1744,5.0,3645.0
35541,2021-12-07,New Hampshire,33,170080,1757,13.0,861.0
35597,2021-12-08,New Hampshire,33,171538,1768,11.0,1458.0
35653,2021-12-09,New Hampshire,33,173089,1773,5.0,1551.0
35709,2021-12-10,New Hampshire,33,174456,1781,8.0,1367.0
35765,2021-12-11,New Hampshire,33,174456,1781,0.0,0.0
35821,2021-12-12,New Hampshire,33,174456,1781,0.0,0.0
35877,2021-12-13,New Hampshire,33,178099,1788,7.0,3643.0
35933,2021-12-14,New Hampshire,33,178967,1810,22.0,868.0
35989,2021-12-15,New Hampshire,33,180238,1817,7.0,1271.0
36045,2021-12-16,New Hampshire,33,181660,1828,11.0,1422.0
36101,2021-12-17,New Hampshire,33,183056,1836,8.0,1396.0
36157,2021-12-18,New Hampshire,33,183056,1836,0.0,0.0
36213,2021-12-19,New Hampshire,33,183056,1836,0.0,0.0
36269,2021-12-20,New Hampshire,33,186678,1843,7.0,3622.0
36325,2021-12-21,New Hampshire,33,187340,1868,25.0,662.0
36381,2021-12-22,New Hampshire,33,188644,1875,7.0,1304.0
36437,2021-12-23,New Hampshire,33,189987,1877,2.0,1343.0
36493,2021-12-24,New Hampshire,33,189987,1877,0.0,0.0
36549,2021-12-25,New Hampshire,33,189987,1877,0.0,0.0
36605,2021-12-26,New Hampshire,33,189987,1877,0.0,0.0
36661,2021-12-27,New Hampshire,33,194470,1907,30.0,4483.0
36717,2021-12-28,New Hampshire,33,195004,1935,28.0,534.0
36773,2021-12-29,New Hampshire,33,196656,1950,15.0,1652.0
36829,2021-12-30,New Hampshire,33,198667,1961,11.0,2011.0
36885,2021-12-31,New Hampshire,33,198667,1961,0.0,0.0
36941,2022-01-01,New Hampshire,33,198667,1961,0.0,0.0
36997,2022-01-02,New Hampshire,33,198667,1961,0.0,0.0
37053,2022-01-03,New Hampshire,33,203749,1973,12.0,5082.0
37109,2022-01-04,New Hampshire,33,204897,2004,31.0,1148.0
37165,2022-01-05,New Hampshire,33,208073,2013,9.0,3176.0
37221,2022-01-06,New Hampshire,33,211952,2017,4.0,3879.0
37277,2022-01-07,New Hampshire,33,214572,2019,2.0,2620.0
37333,2022-01-08,New Hampshire,33,214572,2019,0.0,0.0
37389,2022-01-09,New Hampshire,33,214572,2019,0.0,0.0
37445,2022-01-10,New Hampshire,33,223599,2027,8.0,9027.0
37501,2022-01-11,New Hampshire,33,226132,2032,5.0,2533.0
37557,2022-01-12,New Hampshire,33,229373,2032,0.0,3241.0
37613,2022-01-13,New Hampshire,33,233508,2051,19.0,4135.0
37669,2022-01-14,New Hampshire,33,235898,2079,28.0,2390.0
37725,2022-01-15,New Hampshire,33,235898,2079,0.0,0.0
37781,2022-01-16,New Hampshire,33,235898,2079,0.0,0.0
37837,2022-01-17,New Hampshire,33,235898,2079,0.0,0.0
37893,2022-01-18,New Hampshire,33,250581,2085,6.0,14683.0
37949,2022-01-19,New Hampshire,33,251441,2109,24.0,860.0
38005,2022-01-20,New Hampshire,33,254715,2123,14.0,3274.0
38061,2022-01-21,New Hampshire,33,257793,2135,12.0,3078.0
38117,2022-01-22,New Hampshire,33,257793,2135,0.0,0.0
38173,2022-01-23,New Hampshire,33,257793,2135,0.0,0.0
38229,2022-01-24,New Hampshire,33,265140,2145,10.0,7347.0
38285,2022-01-25,New Hampshire,33,266000,2170,25.0,860.0
38341,2022-01-26,New Hampshire,33,267800,2173,3.0,1800.0
38397,2022-01-27,New Hampshire,33,270063,2193,20.0,2263.0
38453,2022-01-28,New Hampshire,33,272492,2205,12.0,2429.0
38509,2022-01-29,New Hampshire,33,272492,2205,0.0,0.0
38565,2022-01-30,New Hampshire,33,272492,2205,0.0,0.0
38621,2022-01-31,New Hampshire,33,276856,2209,4.0,4364.0
38677,2022-02-01,New Hampshire,33,277355,2223,14.0,499.0
38733,2022-02-02,New Hampshire,33,278691,2232,9.0,1336.0
38789,2022-02-03,New Hampshire,33,279842,2239,7.0,1151.0
38845,2022-02-04,New Hampshire,33,281300,2246,7.0,1458.0
38901,2022-02-05,New Hampshire,33,281300,2246,0.0,0.0
38957,2022-02-06,New Hampshire,33,281300,2246,0.0,0.0
39013,2022-02-07,New Hampshire,33,284180,2260,14.0,2880.0
39069,2022-02-08,New Hampshire,33,284567,2270,10.0,387.0
39125,2022-02-09,New Hampshire,33,285863,2284,14.0,1296.0
39181,2022-02-10,New Hampshire,33,287020,2288,4.0,1157.0
39237,2022-02-11,New Hampshire,33,288191,2294,6.0,1171.0
39293,2022-02-12,New Hampshire,33,288191,2294,0.0,0.0
39349,2022-02-13,New Hampshire,33,288191,2294,0.0,0.0
39405,2022-02-14,New Hampshire,33,288191,2294,0.0,0.0
39461,2022-02-15,New Hampshire,33,291083,2316,22.0,2892.0
39517,2022-02-16,New Hampshire,33,291540,2326,10.0,457.0
39573,2022-02-17,New Hampshire,33,292187,2326,0.0,647.0
39629,2022-02-18,New Hampshire,33,293697,2333,7.0,1510.0
39685,2022-02-19,New Hampshire,33,293697,2333,0.0,0.0
39741,2022-02-20,New Hampshire,33,293697,2333,0.0,0.0
39797,2022-02-21,New Hampshire,33,293697,2333,0.0,0.0
39853,2022-02-22,New Hampshire,33,293697,2333,0.0,0.0
39909,2022-02-23,New Hampshire,33,295701,2368,35.0,2004.0
39965,2022-02-24,New Hampshire,33,296870,2370,2.0,1169.0
40021,2022-02-25,New Hampshire,33,297729,2373,3.0,859.0
40077,2022-02-26,New Hampshire,33,297729,2373,0.0,0.0
40133,2022-02-27,New Hampshire,33,297729,2373,0.0,0.0
40189,2022-02-28,New Hampshire,33,298362,2377,4.0,633.0
40245,2022-03-01,New Hampshire,33,298626,2387,10.0,264.0
40301,2022-03-02,New Hampshire,33,298808,2396,9.0,182.0
40357,2022-03-03,New Hampshire,33,298993,2398,2.0,185.0
40413,2022-03-04,New Hampshire,33,299213,2402,4.0,220.0
40469,2022-03-05,New Hampshire,33,299213,2402,0.0,0.0
40525,2022-03-06,New Hampshire,33,299213,2402,0.0,0.0
40581,2022-03-07,New Hampshire,33,299651,2403,1.0,438.0
40637,2022-03-08,New Hampshire,33,299749,2408,5.0,98.0
40693,2022-03-09,New Hampshire,33,299873,2408,0.0,124.0
40749,2022-03-10,New Hampshire,33,299999,2414,6.0,126.0
40805,2022-03-11,New Hampshire,33,300185,2415,1.0,186.0
40861,2022-03-12,New Hampshire,33,300185,2415,0.0,0.0
40917,2022-03-13,New Hampshire,33,300185,2415,0.0,0.0
40973,2022-03-14,New Hampshire,33,300511,2417,2.0,326.0
41029,2022-03-15,New Hampshire,33,300550,2424,7.0,39.0
41085,2022-03-16,New Hampshire,33,300692,2428,4.0,142.0
41141,2022-03-17,New Hampshire,33,300799,2431,3.0,107.0
41197,2022-03-18,New Hampshire,33,300941,2434,3.0,142.0
41253,2022-03-19,New Hampshire,33,300941,2434,0.0,0.0
41309,2022-03-20,New Hampshire,33,300941,2434,0.0,0.0
41365,2022-03-21,New Hampshire,33,301308,2436,2.0,367.0
41421,2022-03-22,New Hampshire,33,301385,2442,6.0,77.0
41477,2022-03-23,New Hampshire,33,301534,2443,1.0,149.0
41533,2022-03-24,New Hampshire,33,301687,2445,2.0,153.0
41589,2022-03-25,New Hampshire,33,301777,2445,0.0,90.0
41645,2022-03-26,New Hampshire,33,301777,2445,0.0,0.0
41701,2022-03-27,New Hampshire,33,301777,2445,0.0,0.0
41757,2022-03-28,New Hampshire,33,302181,2447,2.0,404.0
41813,2022-03-29,New Hampshire,33,302253,2451,4.0,72.0
41869,2022-03-30,New Hampshire,33,302383,2452,1.0,130.0
41925,2022-03-31,New Hampshire,33,302541,2452,0.0,158.0
41981,2022-04-01,New Hampshire,33,302678,2452,0.0,137.0
42037,2022-04-02,New Hampshire,33,302678,2452,0.0,0.0
42093,2022-04-03,New Hampshire,33,302678,2452,0.0,0.0
42149,2022-04-04,New Hampshire,33,303010,2452,0.0,332.0
42205,2022-04-05,New Hampshire,33,303134,2455,3.0,124.0
42261,2022-04-06,New Hampshire,33,303268,2457,2.0,134.0
42317,2022-04-07,New Hampshire,33,303472,2457,0.0,204.0
42373,2022-04-08,New Hampshire,33,303755,2458,1.0,283.0
42429,2022-04-09,New Hampshire,33,303755,2458,0.0,0.0
42485,2022-04-10,New Hampshire,33,303755,2458,0.0,0.0
42541,2022-04-11,New Hampshire,33,304365,2459,1.0,610.0
42597,2022-04-12,New Hampshire,33,304503,2463,4.0,138.0
42653,2022-04-13,New Hampshire,33,304793,2463,0.0,290.0
42709,2022-04-14,New Hampshire,33,305119,2464,1.0,326.0
42765,2022-04-15,New Hampshire,33,305411,2464,0.0,292.0
42821,2022-04-16,New Hampshire,33,305411,2464,0.0,0.0
42877,2022-04-17,New Hampshire,33,305411,2464,0.0,0.0
42933,2022-04-18,New Hampshire,33,306193,2465,1.0,782.0
42989,2022-04-19,New Hampshire,33,306369,2471,6.0,176.0
43045,2022-04-20,New Hampshire,33,306724,2472,1.0,355.0
43101,2022-04-21,New Hampshire,33,307103,2472,0.0,379.0
43157,2022-04-22,New Hampshire,33,307528,2475,3.0,425.0
43213,2022-04-23,New Hampshire,33,307528,2475,0.0,0.0
43269,2022-04-24,New Hampshire,33,307528,2475,0.0,0.0
43325,2022-04-25,New Hampshire,33,308446,2475,0.0,918.0
43381,2022-04-26,New Hampshire,33,308653,2477,2.0,207.0
43437,2022-04-27,New Hampshire,33,309193,2478,1.0,540.0
43493,2022-04-28,New Hampshire,33,309552,2479,1.0,359.0
43549,2022-04-29,New Hampshire,33,309982,2480,1.0,430.0
43605,2022-04-30,New Hampshire,33,309982,2480,0.0,0.0
43661,2022-05-01,New Hampshire,33,309982,2480,0.0,0.0
43717,2022-05-02,New Hampshire,33,311144,2481,1.0,1162.0
43773,2022-05-03,New Hampshire,33,311625,2486,5.0,481.0
43829,2022-05-04,New Hampshire,33,312161,2487,1.0,536.0
43885,2022-05-05,New Hampshire,33,312679,2487,0.0,518.0
43941,2022-05-06,New Hampshire,33,313288,2487,0.0,609.0
43997,2022-05-07,New Hampshire,33,313288,2487,0.0,0.0
44053,2022-05-08,New Hampshire,33,313288,2487,0.0,0.0
44109,2022-05-09,New Hampshire,33,314533,2488,1.0,1245.0
44165,2022-05-10,New Hampshire,33,314860,2492,4.0,327.0
44221,2022-05-11,New Hampshire,33,315447,2493,1.0,587.0
44277,2022-05-12,New Hampshire,33,316127,2499,6.0,680.0
44333,2022-05-13,New Hampshire,33,316691,2500,1.0,564.0
44389,2022-05-14,New Hampshire,33,316691,2500,0.0,0.0
44445,2022-05-15,New Hampshire,33,316691,2500,0.0,0.0
44501,2022-05-16,New Hampshire,33,318675,2502,2.0,1984.0
44557,2022-05-17,New Hampshire,33,319179,2513,11.0,504.0
44613,2022-05-18,New Hampshire,33,319827,2515,2.0,648.0
44669,2022-05-19,New Hampshire,33,320445,2515,0.0,618.0
44725,2022-05-20,New Hampshire,33,321042,2520,5.0,597.0
44781,2022-05-21,New Hampshire,33,321042,2520,0.0,0.0
44837,2022-05-22,New Hampshire,33,321042,2520,0.0,0.0
44893,2022-05-23,New Hampshire,33,322511,2524,4.0,1469.0
44949,2022-05-24,New Hampshire,33,322904,2526,2.0,393.0
45005,2022-05-25,New Hampshire,33,323326,2528,2.0,422.0
45061,2022-05-26,New Hampshire,33,323897,2531,3.0,571.0
45117,2022-05-27,New Hampshire,33,324373,2534,3.0,476.0
45173,2022-05-28,New Hampshire,33,324373,2534,0.0,0.0
45229,2022-05-29,New Hampshire,33,324373,2534,0.0,0.0
45285,2022-05-30,New Hampshire,33,324373,2534,0.0,0.0
45341,2022-05-31,New Hampshire,33,325569,2537,3.0,1196.0
45397,2022-06-01,New Hampshire,33,325833,2539,2.0,264.0
45453,2022-06-02,New Hampshire,33,326295,2542,3.0,462.0
45509,2022-06-03,New Hampshire,33,326610,2543,1.0,315.0
45565,2022-06-04,New Hampshire,33,326610,2543,0.0,0.0
45621,2022-06-05,New Hampshire,33,326610,2543,0.0,0.0
45677,2022-06-06,New Hampshire,33,327358,2547,4.0,748.0
45733,2022-06-07,New Hampshire,33,327592,2555,8.0,234.0
45789,2022-06-08,New Hampshire,33,327814,2555,0.0,222.0
45845,2022-06-09,New Hampshire,33,328064,2555,0.0,250.0
45901,2022-06-10,New Hampshire,33,328319,2562,7.0,255.0
45957,2022-06-11,New Hampshire,33,328319,2562,0.0,0.0
46013,2022-06-12,New Hampshire,33,328319,2562,0.0,0.0
46069,2022-06-13,New Hampshire,33,328834,2564,2.0,515.0
46125,2022-06-14,New Hampshire,33,329008,2564,0.0,174.0
46181,2022-06-15,New Hampshire,33,329230,2565,1.0,222.0
46237,2022-06-16,New Hampshire,33,329492,2568,3.0,262.0
46293,2022-06-17,New Hampshire,33,329684,2570,2.0,192.0
46349,2022-06-18,New Hampshire,33,329684,2570,0.0,0.0
46405,2022-06-19,New Hampshire,33,329684,2570,0.0,0.0
46461,2022-06-20,New Hampshire,33,330116,2570,0.0,432.0
46517,2022-06-21,New Hampshire,33,330285,2572,2.0,169.0
46573,2022-06-22,New Hampshire,33,330481,2572,0.0,196.0
46629,2022-06-23,New Hampshire,33,330628,2572,0.0,147.0
46685,2022-06-24,New Hampshire,33,330828,2574,2.0,200.0
46741,2022-06-25,New Hampshire,33,330828,2574,0.0,0.0
46797,2022-06-26,New Hampshire,33,330828,2574,0.0,0.0
46853,2022-06-27,New Hampshire,33,331496,2576,2.0,668.0
46909,2022-06-28,New Hampshire,33,331619,2579,3.0,123.0
46965,2022-06-29,New Hampshire,33,331883,2582,3.0,264.0
47021,2022-06-30,New Hampshire,33,332120,2585,3.0,237.0
47077,2022-07-01,New Hampshire,33,332364,2586,1.0,244.0
47133,2022-07-02,New Hampshire,33,332364,2586,0.0,0.0
47189,2022-07-03,New Hampshire,33,332364,2586,0.0,0.0
47245,2022-07-04,New Hampshire,33,332364,2586,0.0,0.0
47301,2022-07-05,New Hampshire,33,333081,2589,3.0,717.0
47357,2022-07-06,New Hampshire,33,333251,2594,5.0,170.0
47413,2022-07-07,New Hampshire,33,333483,2597,3.0,232.0
47469,2022-07-08,New Hampshire,33,333789,2602,5.0,306.0
47525,2022-07-09,New Hampshire,33,333789,2602,0.0,0.0
47581,2022-07-10,New Hampshire,33,333789,2602,0.0,0.0
47637,2022-07-11,New Hampshire,33,334373,2604,2.0,584.0
47693,2022-07-12,New Hampshire,33,334576,2604,0.0,203.0
47749,2022-07-13,New Hampshire,33,334845,2604,0.0,269.0
47805,2022-07-14,New Hampshire,33,335149,2609,5.0,304.0
47861,2022-07-15,New Hampshire,33,335149,2609,0.0,0.0
47917,2022-07-16,New Hampshire,33,335149,2609,0.0,0.0
47973,2022-07-17,New Hampshire,33,335462,2609,0.0,313.0
48029,2022-07-18,New Hampshire,33,335855,2610,1.0,393.0
48085,2022-07-19,New Hampshire,33,335962,2614,4.0,107.0
48141,2022-07-20,New Hampshire,33,336189,2615,1.0,227.0
48197,2022-07-21,New Hampshire,33,336445,2618,3.0,256.0
48253,2022-07-22,New Hampshire,33,336445,2618,0.0,0.0
48309,2022-07-23,New Hampshire,33,336445,2618,0.0,0.0
48365,2022-07-24,New Hampshire,33,336445,2618,0.0,0.0
48421,2022-07-25,New Hampshire,33,336445,2618,0.0,0.0
48477,2022-07-26,New Hampshire,33,337552,2623,5.0,1107.0
48533,2022-07-27,New Hampshire,33,337834,2623,0.0,282.0
48589,2022-07-28,New Hampshire,33,338062,2625,2.0,228.0
48645,2022-07-29,New Hampshire,33,338298,2627,2.0,236.0
48701,2022-07-30,New Hampshire,33,338298,2627,0.0,0.0
48757,2022-07-31,New Hampshire,33,338298,2627,0.0,0.0
48813,2022-08-01,New Hampshire,33,338864,2628,1.0,566.0
48869,2022-08-02,New Hampshire,33,338990,2628,0.0,126.0
48925,2022-08-03,New Hampshire,33,339186,2631,3.0,196.0
48981,2022-08-04,New Hampshire,33,339512,2633,2.0,326.0
49037,2022-08-05,New Hampshire,33,339766,2634,1.0,254.0
49093,2022-08-06,New Hampshire,33,339766,2634,0.0,0.0
49149,2022-08-07,New Hampshire,33,339766,2634,0.0,0.0
49205,2022-08-08,New Hampshire,33,340241,2635,1.0,475.0
49261,2022-08-09,New Hampshire,33,340378,2636,1.0,137.0
49317,2022-08-10,New Hampshire,33,340663,2637,1.0,285.0
49373,2022-08-11,New Hampshire,33,340880,2640,3.0,217.0
49429,2022-08-12,New Hampshire,33,341134,2640,0.0,254.0
49485,2022-08-13,New Hampshire,33,341134,2640,0.0,0.0
49541,2022-08-14,New Hampshire,33,341134,2640,0.0,0.0
49597,2022-08-15,New Hampshire,33,341568,2641,1.0,434.0
49653,2022-08-16,New Hampshire,33,341680,2644,3.0,112.0
49709,2022-08-17,New Hampshire,33,342037,2646,2.0,357.0
49765,2022-08-18,New Hampshire,33,342243,2646,0.0,206.0
49821,2022-08-19,New Hampshire,33,342460,2647,1.0,217.0
49877,2022-08-20,New Hampshire,33,342460,2647,0.0,0.0
49933,2022-08-21,New Hampshire,33,342460,2647,0.0,0.0
49989,2022-08-22,New Hampshire,33,342916,2647,0.0,456.0
50045,2022-08-23,New Hampshire,33,342997,2652,5.0,81.0
50101,2022-08-24,New Hampshire,33,343185,2652,0.0,188.0
50157,2022-08-25,New Hampshire,33,343377,2652,0.0,192.0
50213,2022-08-26,New Hampshire,33,343486,2657,5.0,109.0
50269,2022-08-27,New Hampshire,33,343486,2657,0.0,0.0
50325,2022-08-28,New Hampshire,33,343486,2657,0.0,0.0
50381,2022-08-29,New Hampshire,33,344070,2657,0.0,584.0
50437,2022-08-30,New Hampshire,33,344155,2661,4.0,85.0
50493,2022-08-31,New Hampshire,33,344381,2662,1.0,226.0
50549,2022-09-01,New Hampshire,33,344649,2662,0.0,268.0
50605,2022-09-02,New Hampshire,33,344823,2662,0.0,174.0
50661,2022-09-03,New Hampshire,33,344823,2662,0.0,0.0
50717,2022-09-04,New Hampshire,33,344823,2662,0.0,0.0
50773,2022-09-05,New Hampshire,33,344823,2662,0.0,0.0
50829,2022-09-06,New Hampshire,33,345443,2666,4.0,620.0
50885,2022-09-07,New Hampshire,33,345443,2666,0.0,0.0
50941,2022-09-08,New Hampshire,33,345443,2666,0.0,0.0
50997,2022-09-09,New Hampshire,33,345777,2670,4.0,334.0
51053,2022-09-10,New Hampshire,33,345777,2670,0.0,0.0
51109,2022-09-11,New Hampshire,33,345985,2671,1.0,208.0
51165,2022-09-12,New Hampshire,33,346496,2671,0.0,511.0
51221,2022-09-13,New Hampshire,33,346627,2676,5.0,131.0
51277,2022-09-14,New Hampshire,33,346949,2678,2.0,322.0
51333,2022-09-15,New Hampshire,33,347209,2682,4.0,260.0
51389,2022-09-16,New Hampshire,33,347415,2684,2.0,206.0
51445,2022-09-17,New Hampshire,33,347415,2684,0.0,0.0
51501,2022-09-18,New Hampshire,33,347415,2684,0.0,0.0
51557,2022-09-19,New Hampshire,33,347415,2684,0.0,0.0
51613,2022-09-20,New Hampshire,33,347953,2687,3.0,538.0
51669,2022-09-21,New Hampshire,33,348102,2688,1.0,149.0
51725,2022-09-22,New Hampshire,33,348552,2690,2.0,450.0
51781,2022-09-23,New Hampshire,33,348898,2692,2.0,346.0
51837,2022-09-24,New Hampshire,33,348898,2692,0.0,0.0
51893,2022-09-25,New Hampshire,33,348898,2692,0.0,0.0
51949,2022-09-26,New Hampshire,33,349522,2696,4.0,624.0
52005,2022-09-27,New Hampshire,33,349630,2700,4.0,108.0
52061,2022-09-28,New Hampshire,33,349846,2703,3.0,216.0
52117,2022-09-29,New Hampshire,33,350117,2705,2.0,271.0
52173,2022-09-30,New Hampshire,33,350353,2705,0.0,236.0
52229,2022-10-01,New Hampshire,33,350353,2705,0.0,0.0
52285,2022-10-02,New Hampshire,33,350353,2705,0.0,0.0
52341,2022-10-03,New Hampshire,33,350878,2705,0.0,525.0
52397,2022-10-04,New Hampshire,33,351047,2708,3.0,169.0
52453,2022-10-05,New Hampshire,33,351439,2708,0.0,392.0
52509,2022-10-06,New Hampshire,33,351439,2708,0.0,0.0
52565,2022-10-07,New Hampshire,33,351929,2709,1.0,490.0
52621,2022-10-08,New Hampshire,33,351929,2709,0.0,0.0
52677,2022-10-09,New Hampshire,33,351929,2709,0.0,0.0
52733,2022-10-10,New Hampshire,33,351929,2709,0.0,0.0
52789,2022-10-11,New Hampshire,33,352606,2713,4.0,677.0
52845,2022-10-12,New Hampshire,33,352870,2713,0.0,264.0
52901,2022-10-13,New Hampshire,33,353139,2715,2.0,269.0
52957,2022-10-14,New Hampshire,33,353387,2715,0.0,248.0
53013,2022-10-15,New Hampshire,33,353387,2715,0.0,0.0
53069,2022-10-16,New Hampshire,33,353387,2715,0.0,0.0
53125,2022-10-17,New Hampshire,33,354327,2719,4.0,940.0
53181,2022-10-18,New Hampshire,33,354443,2721,2.0,116.0
53237,2022-10-19,New Hampshire,33,354923,2725,4.0,480.0
53293,2022-10-20,New Hampshire,33,355166,2728,3.0,243.0
53349,2022-10-21,New Hampshire,33,355434,2731,3.0,268.0
53405,2022-10-22,New Hampshire,33,355434,2731,0.0,0.0
53461,2022-10-23,New Hampshire,33,355434,2731,0.0,0.0
53517,2022-10-24,New Hampshire,33,355931,2732,1.0,497.0
53573,2022-10-25,New Hampshire,33,356067,2733,1.0,136.0
53629,2022-10-26,New Hampshire,33,356343,2737,4.0,276.0
53685,2022-10-27,New Hampshire,33,356580,2737,0.0,237.0
53741,2022-10-28,New Hampshire,33,356867,2745,8.0,287.0
53797,2022-10-29,New Hampshire,33,356867,2745,0.0,0.0
53853,2022-10-30,New Hampshire,33,356867,2745,0.0,0.0
53909,2022-10-31,New Hampshire,33,357209,2751,6.0,342.0
53965,2022-11-01,New Hampshire,33,357370,2754,3.0,161.0
54021,2022-11-02,New Hampshire,33,357570,2761,7.0,200.0
54077,2022-11-03,New Hampshire,33,357797,2764,3.0,227.0
54133,2022-11-04,New Hampshire,33,357999,2769,5.0,202.0
54189,2022-11-05,New Hampshire,33,357999,2769,0.0,0.0
54245,2022-11-06,New Hampshire,33,357999,2769,0.0,0.0
54301,2022-11-07,New Hampshire,33,358458,2772,3.0,459.0
54357,2022-11-08,New Hampshire,33,358581,2776,4.0,123.0
54413,2022-11-09,New Hampshire,33,358814,2782,6.0,233.0
54469,2022-11-10,New Hampshire,33,359019,2783,1.0,205.0
54525,2022-11-11,New Hampshire,33,359019,2783,0.0,0.0
54581,2022-11-12,New Hampshire,33,359019,2783,0.0,0.0
54637,2022-11-13,New Hampshire,33,359019,2783,0.0,0.0
54693,2022-11-14,New Hampshire,33,359408,2787,4.0,389.0
54749,2022-11-15,New Hampshire,33,359529,2790,3.0,121.0
54805,2022-11-16,New Hampshire,33,359661,2794,4.0,132.0
54861,2022-11-17,New Hampshire,33,359781,2797,3.0,120.0
