,date,state,fips,cases,deaths,new_deaths,new_cases
586,2020-03-13,Alabama,1,6,0,0.0,0.0
637,2020-03-14,Alabama,1,12,0,0.0,6.0
689,2020-03-15,Alabama,1,23,0,0.0,11.0
742,2020-03-16,Alabama,1,29,0,0.0,6.0
795,2020-03-17,Alabama,1,39,0,0.0,10.0
849,2020-03-18,Alabama,1,51,0,0.0,12.0
903,2020-03-19,Alabama,1,78,0,0.0,27.0
957,2020-03-20,Alabama,1,106,0,0.0,28.0
1011,2020-03-21,Alabama,1,131,0,0.0,25.0
1065,2020-03-22,Alabama,1,157,0,0.0,26.0
1119,2020-03-23,Alabama,1,196,0,0.0,39.0
1173,2020-03-24,Alabama,1,242,0,0.0,46.0
1227,2020-03-25,Alabama,1,386,1,1.0,144.0
1281,2020-03-26,Alabama,1,538,3,2.0,152.0
1335,2020-03-27,Alabama,1,639,4,1.0,101.0
1389,2020-03-28,Alabama,1,720,4,0.0,81.0
1444,2020-03-29,Alabama,1,830,5,1.0,110.0
1499,2020-03-30,Alabama,1,947,11,6.0,117.0
1554,2020-03-31,Alabama,1,999,14,3.0,52.0
1609,2020-04-01,Alabama,1,1108,28,14.0,109.0
1664,2020-04-02,Alabama,1,1270,32,4.0,162.0
1719,2020-04-03,Alabama,1,1535,38,6.0,265.0
1774,2020-04-04,Alabama,1,1632,44,6.0,97.0
1829,2020-04-05,Alabama,1,1840,45,1.0,208.0
1884,2020-04-06,Alabama,1,2005,53,8.0,165.0
1939,2020-04-07,Alabama,1,2197,64,11.0,192.0
1994,2020-04-08,Alabama,1,2498,67,3.0,301.0
2049,2020-04-09,Alabama,1,2838,78,11.0,340.0
2104,2020-04-10,Alabama,1,3008,80,2.0,170.0
2159,2020-04-11,Alabama,1,3262,93,13.0,254.0
2214,2020-04-12,Alabama,1,3583,93,0.0,321.0
2269,2020-04-13,Alabama,1,3805,104,11.0,222.0
2324,2020-04-14,Alabama,1,3953,114,10.0,148.0
2379,2020-04-15,Alabama,1,4241,123,9.0,288.0
2434,2020-04-16,Alabama,1,4404,137,14.0,163.0
2489,2020-04-17,Alabama,1,4572,151,14.0,168.0
2544,2020-04-18,Alabama,1,4723,147,-4.0,151.0
2599,2020-04-19,Alabama,1,4903,160,13.0,180.0
2654,2020-04-20,Alabama,1,5078,164,4.0,175.0
2709,2020-04-21,Alabama,1,5327,186,22.0,249.0
2764,2020-04-22,Alabama,1,5610,201,15.0,283.0
2819,2020-04-23,Alabama,1,5832,197,-4.0,222.0
2874,2020-04-24,Alabama,1,6026,209,12.0,194.0
2929,2020-04-25,Alabama,1,6213,213,4.0,187.0
2984,2020-04-26,Alabama,1,6421,219,6.0,208.0
3039,2020-04-27,Alabama,1,6539,228,9.0,118.0
3094,2020-04-28,Alabama,1,6750,242,14.0,211.0
3149,2020-04-29,Alabama,1,6925,262,20.0,175.0
3204,2020-04-30,Alabama,1,7068,272,10.0,143.0
3259,2020-05-01,Alabama,1,7294,289,17.0,226.0
3314,2020-05-02,Alabama,1,7611,288,-1.0,317.0
3369,2020-05-03,Alabama,1,7888,290,2.0,277.0
3424,2020-05-04,Alabama,1,8112,298,8.0,224.0
3479,2020-05-05,Alabama,1,8437,315,17.0,325.0
3534,2020-05-06,Alabama,1,8691,343,28.0,254.0
3589,2020-05-07,Alabama,1,9046,369,26.0,355.0
3644,2020-05-08,Alabama,1,9385,383,14.0,339.0
3699,2020-05-09,Alabama,1,9668,390,7.0,283.0
3754,2020-05-10,Alabama,1,9889,393,3.0,221.0
3809,2020-05-11,Alabama,1,10164,403,10.0,275.0
3864,2020-05-12,Alabama,1,10464,435,32.0,300.0
3919,2020-05-13,Alabama,1,10700,450,15.0,236.0
3974,2020-05-14,Alabama,1,11101,473,23.0,401.0
4029,2020-05-15,Alabama,1,11373,483,10.0,272.0
4084,2020-05-16,Alabama,1,11674,485,2.0,301.0
4139,2020-05-17,Alabama,1,11771,488,3.0,97.0
4194,2020-05-18,Alabama,1,12086,489,1.0,315.0
4249,2020-05-19,Alabama,1,12376,504,15.0,290.0
4304,2020-05-20,Alabama,1,13052,522,18.0,676.0
4359,2020-05-21,Alabama,1,13414,529,7.0,362.0
4414,2020-05-22,Alabama,1,13670,541,12.0,256.0
4469,2020-05-23,Alabama,1,14149,549,8.0,479.0
4524,2020-05-24,Alabama,1,14478,551,2.0,329.0
4579,2020-05-25,Alabama,1,14986,566,15.0,508.0
4634,2020-05-26,Alabama,1,15650,580,14.0,664.0
4689,2020-05-27,Alabama,1,16032,583,3.0,382.0
4744,2020-05-28,Alabama,1,16530,591,8.0,498.0
4799,2020-05-29,Alabama,1,17031,610,19.0,501.0
4854,2020-05-30,Alabama,1,17359,618,8.0,328.0
4909,2020-05-31,Alabama,1,17952,630,12.0,593.0
4964,2020-06-01,Alabama,1,18534,646,16.0,582.0
5019,2020-06-02,Alabama,1,18771,653,7.0,237.0
5074,2020-06-03,Alabama,1,18851,653,0.0,80.0
5129,2020-06-04,Alabama,1,19072,653,0.0,221.0
5184,2020-06-05,Alabama,1,19387,676,23.0,315.0
5239,2020-06-06,Alabama,1,20043,689,13.0,656.0
5294,2020-06-07,Alabama,1,20500,692,3.0,457.0
5349,2020-06-08,Alabama,1,20925,718,26.0,425.0
5404,2020-06-09,Alabama,1,21422,729,11.0,497.0
5459,2020-06-10,Alabama,1,21989,744,15.0,567.0
5514,2020-06-11,Alabama,1,22845,755,11.0,856.0
5569,2020-06-12,Alabama,1,23710,769,14.0,865.0
5624,2020-06-13,Alabama,1,24601,773,4.0,891.0
5679,2020-06-14,Alabama,1,25615,773,0.0,1014.0
5734,2020-06-15,Alabama,1,26272,774,1.0,657.0
5789,2020-06-16,Alabama,1,26912,785,11.0,640.0
5844,2020-06-17,Alabama,1,27312,790,5.0,400.0
5899,2020-06-18,Alabama,1,28206,810,20.0,894.0
5954,2020-06-19,Alabama,1,29002,822,12.0,796.0
6009,2020-06-20,Alabama,1,29549,838,16.0,547.0
6064,2020-06-21,Alabama,1,30021,839,1.0,472.0
6119,2020-06-22,Alabama,1,30454,841,2.0,433.0
6174,2020-06-23,Alabama,1,31097,864,23.0,643.0
6229,2020-06-24,Alabama,1,32064,891,27.0,967.0
6284,2020-06-25,Alabama,1,33206,896,5.0,1142.0
6339,2020-06-26,Alabama,1,34183,907,11.0,977.0
6394,2020-06-27,Alabama,1,35083,919,12.0,900.0
6449,2020-06-28,Alabama,1,35441,919,0.0,358.0
6504,2020-06-29,Alabama,1,37175,929,10.0,1734.0
6559,2020-06-30,Alabama,1,38045,950,21.0,870.0
6614,2020-07-01,Alabama,1,38962,972,22.0,917.0
6669,2020-07-02,Alabama,1,40111,985,13.0,1149.0
6724,2020-07-03,Alabama,1,41865,1006,21.0,1754.0
6779,2020-07-04,Alabama,1,42862,1007,1.0,997.0
6834,2020-07-05,Alabama,1,43953,1007,0.0,1091.0
6889,2020-07-06,Alabama,1,44878,1007,0.0,925.0
6944,2020-07-07,Alabama,1,45785,1033,26.0,907.0
6999,2020-07-08,Alabama,1,46962,1058,25.0,1177.0
7054,2020-07-09,Alabama,1,49174,1068,10.0,2212.0
7109,2020-07-10,Alabama,1,50508,1104,36.0,1334.0
7164,2020-07-11,Alabama,1,51947,1114,10.0,1439.0
7219,2020-07-12,Alabama,1,53587,1121,7.0,1640.0
7274,2020-07-13,Alabama,1,55545,1124,3.0,1958.0
7329,2020-07-14,Alabama,1,57255,1164,40.0,1710.0
7384,2020-07-15,Alabama,1,59067,1211,47.0,1812.0
7439,2020-07-16,Alabama,1,61088,1230,19.0,2021.0
7494,2020-07-17,Alabama,1,63091,1265,35.0,2003.0
7549,2020-07-18,Alabama,1,65234,1286,21.0,2143.0
7604,2020-07-19,Alabama,1,67011,1287,1.0,1777.0
7659,2020-07-20,Alabama,1,68891,1291,4.0,1880.0
7714,2020-07-21,Alabama,1,70358,1303,12.0,1467.0
7769,2020-07-22,Alabama,1,71813,1364,61.0,1455.0
7824,2020-07-23,Alabama,1,74212,1397,33.0,2399.0
7879,2020-07-24,Alabama,1,76005,1438,41.0,1793.0
7934,2020-07-25,Alabama,1,78130,1456,18.0,2125.0
7989,2020-07-26,Alabama,1,79294,1473,17.0,1164.0
8044,2020-07-27,Alabama,1,81115,1491,18.0,1821.0
8099,2020-07-28,Alabama,1,82366,1491,0.0,1251.0
8154,2020-07-29,Alabama,1,83782,1538,47.0,1416.0
8209,2020-07-30,Alabama,1,85762,1565,27.0,1980.0
8264,2020-07-31,Alabama,1,87723,1580,15.0,1961.0
8319,2020-08-01,Alabama,1,89349,1603,23.0,1626.0
8374,2020-08-02,Alabama,1,91444,1627,24.0,2095.0
8429,2020-08-03,Alabama,1,92661,1633,6.0,1217.0
8484,2020-08-04,Alabama,1,93702,1666,33.0,1041.0
8539,2020-08-05,Alabama,1,94654,1695,29.0,952.0
8594,2020-08-06,Alabama,1,96592,1714,19.0,1938.0
8649,2020-08-07,Alabama,1,98301,1735,21.0,1709.0
8704,2020-08-08,Alabama,1,100173,1755,20.0,1872.0
8759,2020-08-09,Alabama,1,101334,1768,13.0,1161.0
8814,2020-08-10,Alabama,1,103020,1797,29.0,1686.0
8869,2020-08-11,Alabama,1,103851,1847,50.0,831.0
8924,2020-08-12,Alabama,1,104786,1882,35.0,935.0
8979,2020-08-13,Alabama,1,105557,1890,8.0,771.0
9034,2020-08-14,Alabama,1,106309,1893,3.0,752.0
9089,2020-08-15,Alabama,1,107580,1896,3.0,1271.0
9144,2020-08-16,Alabama,1,108433,1898,2.0,853.0
9199,2020-08-17,Alabama,1,109004,1925,27.0,571.0
9254,2020-08-18,Alabama,1,110361,1936,11.0,1357.0
9309,2020-08-19,Alabama,1,111478,1944,8.0,1117.0
9364,2020-08-20,Alabama,1,112449,1974,30.0,971.0
9419,2020-08-21,Alabama,1,113632,1996,22.0,1183.0
9474,2020-08-22,Alabama,1,114532,2011,15.0,900.0
9529,2020-08-23,Alabama,1,115060,2013,2.0,528.0
9584,2020-08-24,Alabama,1,116710,2024,11.0,1650.0
9639,2020-08-25,Alabama,1,117242,2037,13.0,532.0
9694,2020-08-26,Alabama,1,119254,2045,8.0,2012.0
9749,2020-08-27,Alabama,1,121023,2076,31.0,1769.0
9804,2020-08-28,Alabama,1,122185,2107,31.0,1162.0
9859,2020-08-29,Alabama,1,123889,2152,45.0,1704.0
9914,2020-08-30,Alabama,1,125235,2162,10.0,1346.0
9969,2020-08-31,Alabama,1,126058,2182,20.0,823.0
10024,2020-09-01,Alabama,1,127616,2200,18.0,1558.0
10079,2020-09-02,Alabama,1,128239,2217,17.0,623.0
10134,2020-09-03,Alabama,1,129285,2233,16.0,1046.0
10189,2020-09-04,Alabama,1,130393,2266,33.0,1108.0
10244,2020-09-05,Alabama,1,131803,2275,9.0,1410.0
10299,2020-09-06,Alabama,1,132314,2276,1.0,511.0
10354,2020-09-07,Alabama,1,132973,2276,0.0,659.0
10409,2020-09-08,Alabama,1,133606,2277,1.0,633.0
10464,2020-09-09,Alabama,1,134417,2285,8.0,811.0
10519,2020-09-10,Alabama,1,135565,2301,16.0,1148.0
10574,2020-09-11,Alabama,1,136703,2333,32.0,1138.0
10629,2020-09-12,Alabama,1,137646,2350,17.0,943.0
10684,2020-09-13,Alabama,1,138755,2351,1.0,1109.0
10739,2020-09-14,Alabama,1,139459,2355,4.0,704.0
10794,2020-09-15,Alabama,1,140160,2387,32.0,701.0
10849,2020-09-16,Alabama,1,141087,2392,5.0,927.0
10904,2020-09-17,Alabama,1,141757,2401,9.0,670.0
10959,2020-09-18,Alabama,1,142863,2428,27.0,1106.0
11014,2020-09-19,Alabama,1,144164,2437,9.0,1301.0
11069,2020-09-20,Alabama,1,144962,2437,0.0,798.0
11124,2020-09-21,Alabama,1,145780,2439,2.0,818.0
11179,2020-09-22,Alabama,1,146584,2457,18.0,804.0
11234,2020-09-23,Alabama,1,147153,2488,31.0,569.0
11289,2020-09-24,Alabama,1,148206,2506,18.0,1053.0
11344,2020-09-25,Alabama,1,150658,2491,-15.0,2452.0
11399,2020-09-26,Alabama,1,151591,2501,10.0,933.0
11454,2020-09-27,Alabama,1,152321,2502,1.0,730.0
11509,2020-09-28,Alabama,1,152983,2501,-1.0,662.0
11564,2020-09-29,Alabama,1,153554,2517,16.0,571.0
11619,2020-09-30,Alabama,1,154701,2540,23.0,1147.0
11674,2020-10-01,Alabama,1,155744,2548,8.0,1043.0
11729,2020-10-02,Alabama,1,156698,2550,2.0,954.0
11784,2020-10-03,Alabama,1,158380,2558,8.0,1682.0
11839,2020-10-04,Alabama,1,159169,2558,0.0,789.0
11894,2020-10-05,Alabama,1,159713,2559,1.0,544.0
11949,2020-10-06,Alabama,1,160477,2580,21.0,764.0
12004,2020-10-07,Alabama,1,161418,2601,21.0,941.0
12059,2020-10-08,Alabama,1,161975,2637,36.0,557.0
12114,2020-10-09,Alabama,1,163465,2653,16.0,1490.0
12169,2020-10-10,Alabama,1,164526,2664,11.0,1061.0
12224,2020-10-11,Alabama,1,165342,2664,0.0,816.0
12279,2020-10-12,Alabama,1,166076,2665,1.0,734.0
12334,2020-10-13,Alabama,1,167193,2665,0.0,1117.0
12389,2020-10-14,Alabama,1,167977,2706,41.0,784.0
12444,2020-10-15,Alabama,1,169162,2756,50.0,1185.0
12499,2020-10-16,Alabama,1,170374,2786,30.0,1212.0
12554,2020-10-17,Alabama,1,171662,2788,2.0,1288.0
12609,2020-10-18,Alabama,1,172626,2788,0.0,964.0
12664,2020-10-19,Alabama,1,173485,2789,1.0,859.0
12719,2020-10-20,Alabama,1,174528,2805,16.0,1043.0
12774,2020-10-21,Alabama,1,175674,2828,23.0,1146.0
12829,2020-10-22,Alabama,1,177064,2843,15.0,1390.0
12884,2020-10-23,Alabama,1,180916,2859,16.0,3852.0
12939,2020-10-24,Alabama,1,183276,2866,7.0,2360.0
12994,2020-10-25,Alabama,1,184355,2866,0.0,1079.0
13049,2020-10-26,Alabama,1,185322,2866,0.0,967.0
13104,2020-10-27,Alabama,1,186437,2892,26.0,1115.0
13159,2020-10-28,Alabama,1,187706,2911,19.0,1269.0
13214,2020-10-29,Alabama,1,189149,2914,3.0,1443.0
13269,2020-10-30,Alabama,1,190496,2932,18.0,1347.0
13324,2020-10-31,Alabama,1,192285,2967,35.0,1789.0
13379,2020-11-01,Alabama,1,193985,2973,6.0,1700.0
13434,2020-11-02,Alabama,1,194892,2973,0.0,907.0
13489,2020-11-03,Alabama,1,195929,2987,14.0,1037.0
13544,2020-11-04,Alabama,1,197777,3006,19.0,1848.0
13599,2020-11-05,Alabama,1,199158,3026,20.0,1381.0
13654,2020-11-06,Alabama,1,200714,3049,23.0,1556.0
13709,2020-11-07,Alabama,1,202482,3082,33.0,1768.0
13764,2020-11-08,Alabama,1,203687,3084,2.0,1205.0
13819,2020-11-09,Alabama,1,204857,3084,0.0,1170.0
13874,2020-11-10,Alabama,1,206567,3120,36.0,1710.0
13929,2020-11-11,Alabama,1,208637,3201,81.0,2070.0
13984,2020-11-12,Alabama,1,210637,3213,12.0,2000.0
14039,2020-11-13,Alabama,1,213617,3231,18.0,2980.0
14094,2020-11-14,Alabama,1,215843,3246,15.0,2226.0
14149,2020-11-15,Alabama,1,217822,3248,2.0,1979.0
14204,2020-11-16,Alabama,1,219232,3249,1.0,1410.0
14259,2020-11-17,Alabama,1,220848,3301,52.0,1616.0
14314,2020-11-18,Alabama,1,223486,3347,46.0,2638.0
14369,2020-11-19,Alabama,1,225910,3419,72.0,2424.0
14424,2020-11-20,Alabama,1,228373,3451,32.0,2463.0
14479,2020-11-21,Alabama,1,230708,3457,6.0,2335.0
14534,2020-11-22,Alabama,1,232506,3457,0.0,1798.0
14589,2020-11-23,Alabama,1,234080,3459,2.0,1574.0
14644,2020-11-24,Alabama,1,236865,3472,13.0,2785.0
14699,2020-11-25,Alabama,1,239318,3532,60.0,2453.0
14754,2020-11-26,Alabama,1,241957,3572,40.0,2639.0
14809,2020-11-27,Alabama,1,242874,3572,0.0,917.0
14864,2020-11-28,Alabama,1,244993,3572,0.0,2119.0
14919,2020-11-29,Alabama,1,247229,3577,5.0,2236.0
14974,2020-11-30,Alabama,1,249524,3578,1.0,2295.0
15029,2020-12-01,Alabama,1,252900,3638,60.0,3376.0
15084,2020-12-02,Alabama,1,256828,3711,73.0,3928.0
15139,2020-12-03,Alabama,1,260359,3776,65.0,3531.0
15194,2020-12-04,Alabama,1,264199,3831,55.0,3840.0
15249,2020-12-05,Alabama,1,267589,3877,46.0,3390.0
15304,2020-12-06,Alabama,1,269877,3889,12.0,2288.0
15359,2020-12-07,Alabama,1,272229,3892,3.0,2352.0
15414,2020-12-08,Alabama,1,276665,3942,50.0,4436.0
15469,2020-12-09,Alabama,1,280187,3985,43.0,3522.0
15524,2020-12-10,Alabama,1,284922,4034,49.0,4735.0
15579,2020-12-11,Alabama,1,288775,4086,52.0,3853.0
15634,2020-12-12,Alabama,1,292841,4102,16.0,4066.0
15689,2020-12-13,Alabama,1,295631,4102,0.0,2790.0
15744,2020-12-14,Alabama,1,297895,4102,0.0,2264.0
15799,2020-12-15,Alabama,1,301533,4124,22.0,3638.0
15854,2020-12-16,Alabama,1,305640,4198,74.0,4107.0
15909,2020-12-17,Alabama,1,310335,4254,56.0,4695.0
15964,2020-12-18,Alabama,1,315683,4296,42.0,5348.0
16019,2020-12-19,Alabama,1,319904,4389,93.0,4221.0
16074,2020-12-20,Alabama,1,322452,4389,0.0,2548.0
16129,2020-12-21,Alabama,1,324832,4389,0.0,2380.0
16184,2020-12-22,Alabama,1,329811,4452,63.0,4979.0
16239,2020-12-23,Alabama,1,334569,4587,135.0,4758.0
16294,2020-12-24,Alabama,1,338801,4676,89.0,4232.0
16349,2020-12-25,Alabama,1,342426,4680,4.0,3625.0
16404,2020-12-26,Alabama,1,343458,4685,5.0,1032.0
16459,2020-12-27,Alabama,1,345628,4691,6.0,2170.0
16514,2020-12-28,Alabama,1,347897,4712,21.0,2269.0
16569,2020-12-29,Alabama,1,351804,4737,25.0,3907.0
16624,2020-12-30,Alabama,1,356820,4774,37.0,5016.0
16679,2020-12-31,Alabama,1,361226,4827,53.0,4406.0
16734,2021-01-01,Alabama,1,365747,4872,45.0,4521.0
16789,2021-01-02,Alabama,1,369458,4872,0.0,3711.0
16844,2021-01-03,Alabama,1,371934,4873,1.0,2476.0
16899,2021-01-04,Alabama,1,374095,4878,5.0,2161.0
16954,2021-01-05,Alabama,1,379593,4886,8.0,5498.0
17009,2021-01-06,Alabama,1,384184,4994,108.0,4591.0
17064,2021-01-07,Alabama,1,389230,5080,86.0,5046.0
17119,2021-01-08,Alabama,1,394287,5191,111.0,5057.0
17174,2021-01-09,Alabama,1,399150,5299,108.0,4863.0
17229,2021-01-10,Alabama,1,401900,5334,35.0,2750.0
17284,2021-01-11,Alabama,1,404000,5347,13.0,2100.0
17339,2021-01-12,Alabama,1,407848,5573,226.0,3848.0
17394,2021-01-13,Alabama,1,410995,5760,187.0,3147.0
17449,2021-01-14,Alabama,1,414583,5945,185.0,3588.0
17504,2021-01-15,Alabama,1,417528,6030,85.0,2945.0
17559,2021-01-16,Alabama,1,420681,6119,89.0,3153.0
17614,2021-01-17,Alabama,1,422598,6120,1.0,1917.0
17669,2021-01-18,Alabama,1,424028,6121,1.0,1430.0
17724,2021-01-19,Alabama,1,426543,6126,5.0,2515.0
17779,2021-01-20,Alabama,1,429655,6283,157.0,3112.0
17834,2021-01-21,Alabama,1,432536,6379,96.0,2881.0
17889,2021-01-22,Alabama,1,436087,6486,107.0,3551.0
17944,2021-01-23,Alabama,1,439442,6657,171.0,3355.0
17999,2021-01-24,Alabama,1,441170,6660,3.0,1728.0
18054,2021-01-25,Alabama,1,443009,6662,2.0,1839.0
18109,2021-01-26,Alabama,1,445909,6896,234.0,2900.0
18164,2021-01-27,Alabama,1,449086,7172,276.0,3177.0
18219,2021-01-28,Alabama,1,452734,7340,168.0,3648.0
18274,2021-01-29,Alabama,1,455582,7566,226.0,2848.0
18329,2021-01-30,Alabama,1,455582,7566,0.0,0.0
18384,2021-01-31,Alabama,1,459639,7688,122.0,4057.0
18439,2021-02-01,Alabama,1,460860,7688,0.0,1221.0
18494,2021-02-02,Alabama,1,462938,7894,206.0,2078.0
18549,2021-02-03,Alabama,1,465056,8203,309.0,2118.0
18604,2021-02-04,Alabama,1,467823,8365,162.0,2767.0
18659,2021-02-05,Alabama,1,469319,8449,84.0,1496.0
18714,2021-02-06,Alabama,1,471311,8513,64.0,1992.0
18769,2021-02-07,Alabama,1,472423,8515,2.0,1112.0
18824,2021-02-08,Alabama,1,473348,8523,8.0,925.0
18879,2021-02-09,Alabama,1,474666,8579,56.0,1318.0
18934,2021-02-10,Alabama,1,476067,8888,309.0,1401.0
18989,2021-02-11,Alabama,1,477570,9021,133.0,1503.0
19044,2021-02-12,Alabama,1,478667,9180,159.0,1097.0
19099,2021-02-13,Alabama,1,479856,9242,62.0,1189.0
19154,2021-02-14,Alabama,1,480931,9242,0.0,1075.0
19209,2021-02-15,Alabama,1,481605,9244,2.0,674.0
19264,2021-02-16,Alabama,1,482488,9257,13.0,883.0
19319,2021-02-17,Alabama,1,483167,9346,89.0,679.0
19374,2021-02-18,Alabama,1,484365,9424,78.0,1198.0
19429,2021-02-19,Alabama,1,485212,9573,149.0,847.0
19484,2021-02-20,Alabama,1,485986,9590,17.0,774.0
19539,2021-02-21,Alabama,1,486843,9592,2.0,857.0
19594,2021-02-22,Alabama,1,487520,9592,0.0,677.0
19649,2021-02-23,Alabama,1,488973,9660,68.0,1453.0
19704,2021-02-24,Alabama,1,490220,9744,84.0,1247.0
19759,2021-02-25,Alabama,1,491110,9831,87.0,890.0
19814,2021-02-26,Alabama,1,491849,9869,38.0,739.0
19869,2021-02-27,Alabama,1,492683,9930,61.0,834.0
19924,2021-02-28,Alabama,1,493252,9929,-1.0,569.0
19979,2021-03-01,Alabama,1,493769,9931,2.0,517.0
20034,2021-03-02,Alabama,1,494421,9991,60.0,652.0
20089,2021-03-03,Alabama,1,497154,10029,38.0,2733.0
20144,2021-03-04,Alabama,1,498076,10094,65.0,922.0
20199,2021-03-05,Alabama,1,498887,10122,28.0,811.0
20254,2021-03-06,Alabama,1,499411,10149,27.0,524.0
20309,2021-03-07,Alabama,1,499819,10148,-1.0,408.0
20364,2021-03-08,Alabama,1,500092,10148,0.0,273.0
20419,2021-03-09,Alabama,1,500616,10186,38.0,524.0
20474,2021-03-10,Alabama,1,501398,10222,36.0,782.0
20529,2021-03-11,Alabama,1,502263,10274,52.0,865.0
20584,2021-03-12,Alabama,1,502711,10299,25.0,448.0
20639,2021-03-13,Alabama,1,503305,10327,28.0,594.0
20694,2021-03-14,Alabama,1,503673,10327,0.0,368.0
20749,2021-03-15,Alabama,1,508229,10329,2.0,4556.0
20804,2021-03-16,Alabama,1,508717,10337,8.0,488.0
20859,2021-03-17,Alabama,1,509476,10363,26.0,759.0
20914,2021-03-18,Alabama,1,510048,10391,28.0,572.0
20969,2021-03-19,Alabama,1,510579,10425,34.0,531.0
21024,2021-03-20,Alabama,1,511087,10436,11.0,508.0
21079,2021-03-21,Alabama,1,511460,10436,0.0,373.0
21134,2021-03-22,Alabama,1,511779,10436,0.0,319.0
21189,2021-03-23,Alabama,1,511789,10450,14.0,10.0
21244,2021-03-24,Alabama,1,512711,10487,37.0,922.0
21299,2021-03-25,Alabama,1,513138,10504,17.0,427.0
21354,2021-03-26,Alabama,1,513580,10523,19.0,442.0
21409,2021-03-27,Alabama,1,514072,10526,3.0,492.0
21464,2021-03-28,Alabama,1,514391,10526,0.0,319.0
21519,2021-03-29,Alabama,1,514619,10526,0.0,228.0
21574,2021-03-30,Alabama,1,514980,10527,1.0,361.0
21629,2021-03-31,Alabama,1,515388,10554,27.0,408.0
21684,2021-04-01,Alabama,1,515866,10553,-1.0,478.0
21739,2021-04-02,Alabama,1,516266,10607,54.0,400.0
21794,2021-04-03,Alabama,1,516615,10637,30.0,349.0
21849,2021-04-04,Alabama,1,516809,10637,0.0,194.0
21904,2021-04-05,Alabama,1,516918,10638,1.0,109.0
21959,2021-04-06,Alabama,1,517114,10652,14.0,196.0
22014,2021-04-07,Alabama,1,517452,10652,0.0,338.0
22069,2021-04-08,Alabama,1,517916,10675,23.0,464.0
22124,2021-04-09,Alabama,1,518234,10686,11.0,318.0
22179,2021-04-10,Alabama,1,518588,10712,26.0,354.0
22234,2021-04-11,Alabama,1,518899,10712,0.0,311.0
22289,2021-04-12,Alabama,1,519071,10712,0.0,172.0
22344,2021-04-13,Alabama,1,520503,10722,10.0,1432.0
22399,2021-04-14,Alabama,1,520780,10728,6.0,277.0
22454,2021-04-15,Alabama,1,521201,10736,8.0,421.0
22509,2021-04-16,Alabama,1,521623,10739,3.0,422.0
22564,2021-04-17,Alabama,1,522131,10790,51.0,508.0
22619,2021-04-18,Alabama,1,522401,10790,0.0,270.0
22674,2021-04-19,Alabama,1,522512,10790,0.0,111.0
22729,2021-04-20,Alabama,1,523955,10798,8.0,1443.0
22784,2021-04-21,Alabama,1,524367,10807,9.0,412.0
22839,2021-04-22,Alabama,1,525049,10824,17.0,682.0
22894,2021-04-23,Alabama,1,525477,10840,16.0,428.0
22949,2021-04-24,Alabama,1,525898,10851,11.0,421.0
23004,2021-04-25,Alabama,1,526131,10851,0.0,233.0
23059,2021-04-26,Alabama,1,526348,10852,1.0,217.0
23114,2021-04-27,Alabama,1,526707,10854,2.0,359.0
23169,2021-04-28,Alabama,1,527083,10879,25.0,376.0
23224,2021-04-29,Alabama,1,527513,10887,8.0,430.0
23279,2021-04-30,Alabama,1,527922,10896,9.0,409.0
23334,2021-05-01,Alabama,1,528309,10913,17.0,387.0
23389,2021-05-02,Alabama,1,528597,10913,0.0,288.0
23444,2021-05-03,Alabama,1,528784,10913,0.0,187.0
23499,2021-05-04,Alabama,1,528784,10913,0.0,0.0
23554,2021-05-05,Alabama,1,529446,10930,17.0,662.0
23609,2021-05-06,Alabama,1,530011,10946,16.0,565.0
23664,2021-05-07,Alabama,1,530325,10966,20.0,314.0
23719,2021-05-08,Alabama,1,530744,10978,12.0,419.0
23774,2021-05-09,Alabama,1,530988,10978,0.0,244.0
23829,2021-05-10,Alabama,1,531094,10978,0.0,106.0
23884,2021-05-11,Alabama,1,531404,10985,7.0,310.0
23939,2021-05-12,Alabama,1,531751,10997,12.0,347.0
23994,2021-05-13,Alabama,1,532895,11001,4.0,1144.0
24049,2021-05-14,Alabama,1,537813,11024,23.0,4918.0
24104,2021-05-15,Alabama,1,539829,11038,14.0,2016.0
24159,2021-05-16,Alabama,1,540083,11038,0.0,254.0
24214,2021-05-17,Alabama,1,540267,11038,0.0,184.0
24269,2021-05-18,Alabama,1,540603,11043,5.0,336.0
24324,2021-05-19,Alabama,1,540891,11045,2.0,288.0
24379,2021-05-20,Alabama,1,541230,11077,32.0,339.0
24434,2021-05-21,Alabama,1,541673,11080,3.0,443.0
24489,2021-05-22,Alabama,1,541928,11112,32.0,255.0
24544,2021-05-23,Alabama,1,542124,11112,0.0,196.0
24599,2021-05-24,Alabama,1,542256,11112,0.0,132.0
24654,2021-05-25,Alabama,1,542562,11124,12.0,306.0
24709,2021-05-26,Alabama,1,542831,11138,14.0,269.0
24764,2021-05-27,Alabama,1,543177,11140,2.0,346.0
24819,2021-05-28,Alabama,1,543405,11146,6.0,228.0
24874,2021-05-29,Alabama,1,543405,11146,0.0,0.0
24929,2021-05-30,Alabama,1,543405,11146,0.0,0.0
24984,2021-05-31,Alabama,1,543405,11146,0.0,0.0
25039,2021-06-01,Alabama,1,544045,11156,10.0,640.0
25094,2021-06-02,Alabama,1,544598,11167,11.0,553.0
25149,2021-06-03,Alabama,1,545028,11188,21.0,430.0
